id,text,greetings,goodbye_prompt,change_nib_or_iban,request_parking_lot,request_office_table_office,request_time_off,nothing_related
1769,"Hey, how have you been since we last met?",True,False,False,False,False,False,False
1770,I need to request time off on 20th July 2023.,False,False,False,False,False,True,False
1771,Can you help me book a parking lot in the Coimbra office park f1 on 8-25-2023?,False,False,False,True,False,False,False
1772,How goes it?,True,False,False,False,False,False,False
1773,"No specific plans for the future, content with the present moment.",False,False,False,False,False,False,True
1774,"I need to arrange a parking space in the BraganÃ§a office park l2 for 4-23-2023, can you assist me?",False,False,False,True,False,False,False
1775,"As we say goodbye, let's cherish the moments we shared.",False,True,False,False,False,False,False
1776,Can you please book a parking lot for me in the BraganÃ§a office park f1 on 6-23-2023?,False,False,False,True,False,False,False
1777,I require my Workday IBAN to be updated to PT50321098765432109876543.,False,False,True,False,False,False,False
1778,I want to set my NIB in Workday as PT50326156381664474991380,False,False,True,False,False,False,False
1779,Have an extraordinary day!,False,True,False,False,False,False,False
1780,I want to replace my Workday NIB with PT50282638397855694257887.,False,False,True,False,False,False,False
1781,"I'm looking to book an office in Porto, preferably in room C2, from September 18th to 21st.",False,False,False,False,True,False,False
1782,It's time to part ways!,False,True,False,False,False,False,False
1783,I need to request time off on 25-01-2024.,False,False,False,False,False,True,False
1784,"No pressing matters on my mind, just enjoying a moment of peace.",False,False,False,False,False,False,True
1785,"Share a personal goal you're currently pursuing, and let's discuss the steps you're taking to achieve it.",False,False,False,False,False,False,True
1786,"Good to see you, my culinary aficionado! Any tantalizing recipes you've been experimenting with?",True,False,False,False,False,False,False
1787,"To update my NIB in Workday, I need to modify it to PT50367865106395272078156",False,False,True,False,False,False,False
1788,I would like to reserve a parking spot in the Porto office park l2 for 5-12-2023. Can you assist me?,False,False,False,True,False,False,False
1789,"I need to make a reservation for the Coimbra office, in the room b2 on February 14th, 2023.",False,False,False,False,True,False,False
1790,"I would like to book a parking lot in the Vila Real office park l2 for 3-29-2023, can you help me with that?",False,False,False,True,False,False,False
1791,I would like to request time off on 19-10-2023.,False,False,False,False,False,True,False
1792,"I need to arrange a parking space in the Lisbon office park b1 for 6-16-2023, can you assist me?",False,False,False,True,False,False,False
1793,"Could you assist me in reserving a spot in the SetÃºbal office, particularly in room C2, from June 19th to 23rd, 2023?",False,False,False,False,True,False,False
1794,I require my Workday NIB to be changed to PT50881663801963121628485.,False,False,True,False,False,False,False
1795,I want to update my Workday IBAN to PT50567291668222532925685.,False,False,True,False,False,False,False
1796,"I would like to book a parking lot in the Leiria office park f2 for 3-13-2023, can you help me with that?",False,False,False,True,False,False,False
1797,I need to request time off on 21-03-2024.,False,False,False,False,False,True,False
1798,"Can you book me a place in the Faro office, in the room c1 for the week of May 1st, 2023?",False,False,False,False,True,False,False
1799,My Workday NIB should be changed to PT50101817740917400726808,False,False,True,False,False,False,False
1800,"Warmest greetings to you, my friend!",True,False,False,False,False,False,False
1801,"The determined mountaineer conquered the treacherous peak, achieving a personal triumph.",False,False,False,False,True,False,False
1802,My Workday NIB must be changed to PT50224351217871150324123.,False,False,True,False,False,False,False
1803,"It's time to bid adieu, but our friendship remains etched in my heart.",False,True,False,False,False,False,False
1804,"No specific deadlines or pressures, just enjoying a moment of calm.",False,False,False,False,False,False,True
1805,I would like to request time off from 2-08-2023 to 6-08-2023.,False,False,False,False,False,True,False
1806,"I'm interested in booking the Ã‰vora office, specifically in room A2, for October 27th, 2023. Can you help me with that?",False,False,False,False,True,False,False
1807,"Take care, and bloom wherever life plants you!",False,True,False,False,False,False,False
1808,"I would like to book a parking lot in the Lisbon office park l1 for 4-15-2023, can you help me with that?",False,False,False,True,False,False,False
1809,The rhythmic sound of waves soothed the beachgoers as they sunbathed on the shore.,False,False,False,False,True,False,False
1810,"Just taking a moment to be fully present, no need to dwell on the past or future.",False,False,False,False,False,False,True
1811,Can you please book a parking lot for me in the Lisbon office park f1 on 9-01-2023?,False,False,False,True,False,False,False
1812,"I need to reserve a parking spot in the Lisbon office park l2 for 4-24-2023, can you assist me?",False,False,False,True,False,False,False
1813,"I'm looking to book an office in Porto, preferably in room C2, from August 1st to 3rd, 2023.",False,False,False,False,True,False,False
1814,"It's hard to say goodbye, but it's not the end.",False,True,False,False,False,False,False
1815,Hi! How's everything going with you?,True,False,False,False,False,False,False
1816,I don't have any pressing matters to address at the moment.,False,False,False,False,False,False,True
1817,"No specific goals for the month, just embracing the journey as it unfolds.",False,False,False,False,False,False,True
1818,Aloha!,True,False,False,False,False,False,False
1819,It's been a pleasure knowing you!,False,True,False,False,False,False,False
1820,"I need to book a parking lot in the BraganÃ§a office park b1 for 5-15-2023, can you assist me?",False,False,False,True,False,False,False
1821,"Hi, maestro!",True,False,False,False,False,False,False
1822,I want to update my Workday IBAN to PT50844449889834524065095.,False,False,True,False,False,False,False
1823,"Just taking a moment to embrace the silence, no need for words.",False,False,False,False,False,False,True
1824,I need to request time off on 30-06-2023 and 1-07-2023.,False,False,False,False,False,True,False
1825,I need to request time off on 26-04-2024 and 27-04-2024.,False,False,False,False,False,True,False
1826,I would like to book a parking spot in the Braga office park b2 for 6-29-2023. Can you help me with that?,False,False,False,True,False,False,False
1827,"I would like to reserve a parking spot in the Lisbon office park b2 for 8-03-2023, can you help me with that?",False,False,False,True,False,False,False
1828,"Could you assist me in securing a place in the Coimbra office, specifically in room B1, for the dates of December 9th, 2023?",False,False,False,False,True,False,False
1829,"Hey, trendsetter!",True,False,False,False,False,False,False
1830,I would like to request time off on 8-09-2023 and 9-09-2023.,False,False,False,False,False,True,False
1831,"I need to arrange a parking space in the Lisbon office park b2 for 5-11-2023, can you assist me?",False,False,False,True,False,False,False
1832,"I need to arrange a parking space in the Lisbon office park l2 for 7-15-2023, can you assist me?",False,False,False,True,False,False,False
1833,"No specific topic or request, just wanted to touch base with you.",False,False,False,False,False,False,True
1834,"Take care, my dear one. Goodbye and keep shining brightly.",False,True,False,False,False,False,False
1835,"I need to arrange a parking space in the Leiria office park r1 for 5-29-2023, can you assist me?",False,False,False,True,False,False,False
1836,"With a burst of determination, the athlete pushed through the finish line, setting a new record.",False,False,False,False,True,False,False
1837,"Farewell, until the next adventure!",False,True,False,False,False,False,False
1838,"Could you assist me in securing a place in the Coimbra office, specifically in room B1, for the dates of December 6th, 2023?",False,False,False,False,True,False,False
1839,I wish to amend my Workday IBAN to PT50321098765432109876543.,False,False,True,False,False,False,False
1840,Could you please arrange a parking space for me in the Guarda office park r1 on 7-23-2023?,False,False,False,True,False,False,False
1841,Could you please arrange a parking space for me in the Lisbon office park l2 on 7-01-2023?,False,False,False,True,False,False,False
1842,I need to amend my Workday IBAN to PT50331107063361899850090.,False,False,True,False,False,False,False
1843,"I need to book a place in the Aveiro office, specifically in room B1, for the week of August 5th, 2023.",False,False,False,False,True,False,False
1844,Can you please arrange a parking spot for me in the Braga office park l1 on 7-14-2023?,False,False,False,True,False,False,False
1845,"Hey, sunshine!",True,False,False,False,False,False,False
1846,I need to substitute my Workday IBAN with PT50662292020967901901717.,False,False,True,False,False,False,False
1847,My NIB in Workday needs to be changed to PT50737648115699494402387,False,False,True,False,False,False,False
1848,I need to substitute my Workday NIB with PT50126795328802463906307.,False,False,True,False,False,False,False
1849,Hi! Wishing you the courage to face any challenges that come your way.,True,False,False,False,False,False,False
1850,So long!,False,True,False,False,False,False,False
1851,I want to update my Workday IBAN to PT50795753508475627527619.,False,False,True,False,False,False,False
1852,The synchronized movements of the dancers created a breathtaking performance on stage.,False,False,False,False,True,False,False
1853,"I need to reserve a parking spot in the Guarda office park l2 for 4-18-2023, can you assist me?",False,False,False,True,False,False,False
1854,I wish to modify my Workday IBAN to PT50166324852039663300358.,False,False,True,False,False,False,False
1855,I would like to request time off from 5th July 2023 to 9th July 2023.,False,False,False,False,False,True,False
1856,"I need to request time off from the 3rd of June to the 20th of June, 2023.",False,False,False,False,False,True,False
1857,"Hey, how's it going?",True,False,False,False,False,False,False
1858,Have a good one!,False,True,False,False,False,False,False
1859,"Hi, partner!",True,False,False,False,False,False,False
1860,Could you please book a parking lot for me in the Lisbon office park f2 on 4-20-2023?,False,False,False,True,False,False,False
1861,Hiya! How's the world of possibilities treating you?,True,False,False,False,False,False,False
1862,Hello! Sending you warm wishes and good thoughts today.,True,False,False,False,False,False,False
1863,Until we meet at the crossroads of destiny!,False,True,False,False,False,False,False
1864,"Just appreciating the beauty of simplicity, no need for extravagance.",False,False,False,False,False,False,True
1865,Just passing by to say that I don't have any specific requests or concerns.,False,False,False,False,False,False,True
1866,I need to request time off on 11-05-2023.,False,False,False,False,False,True,False
1867,I want to update my Workday NIB to PT50497861222577424877890.,False,False,True,False,False,False,False
1868,I need to change my Workday IBAN to PT50867088378118092690048.,False,False,True,False,False,False,False
1869,"Hi there, beautiful!",True,False,False,False,False,False,False
1870,"Goodbye, my dear. May life's blessings be with you.",False,True,False,False,False,False,False
1871,"Until next time, farewell and take care.",False,True,False,False,False,False,False
1872,Au revoir!,False,True,False,False,False,False,False
1873,Hey there! Keep shining bright and being the amazing person you are.,True,False,False,False,False,False,False
1874,Can you please arrange a parking spot for me in the Braga office park f2 on 7-09-2023?,False,False,False,True,False,False,False
1875,"To modify my Workday IBAN, I wish to set it to PT50163132931551312681427.",False,False,True,False,False,False,False
1876,Safe travels!,False,True,False,False,False,False,False
1877,My Workday NIB must be modified to PT50425872767585681083062.,False,False,True,False,False,False,False
1878,I would like to request time off from 1-11-2023 to 5-11-2023.,False,False,False,False,False,True,False
1879,"Take care, my friend. Goodbye and stay well.",False,True,False,False,False,False,False
1880,"If you were a wizard, what spell would you use to solve everyday problems like traffic jams?",False,False,False,False,False,False,True
1881,"The comforting aroma of freshly brewed tea filled the air, offering solace on a rainy day.",False,False,False,False,True,False,False
1882,How's the pursuit of happiness?,True,False,False,False,False,False,False
1883,I need to request time off on 29-06-2023.,False,False,False,False,False,True,False
1884,I wish to alter my Workday IBAN to PT50728537582929975468111.,False,False,True,False,False,False,False
1885,"I need to make a reservation for the Braga office, specifically in room A1, on December 27th, 2023.",False,False,False,False,True,False,False
1886,"Hey there, my confidant! Ready for some heart-to-heart conversation?",True,False,False,False,False,False,False
1887,"I need to request time off on June third, 2023.",False,False,False,False,False,True,False
1888,I would like to book a parking lot in the Viana do Castelo office park b1 for 5-21-2023. Can you help me with that?,False,False,False,True,False,False,False
1889,"I'm looking to book an office in Porto, preferably in room C2, from November 6th to 8th, 2023.",False,False,False,False,True,False,False
1890,I need to request time off on 4-05-2023.,False,False,False,False,False,True,False
1891,The sound of a crackling campfire set the mood for a night of storytelling.,False,False,False,False,True,False,False
1892,Can you help me reserve a parking spot in the Lisbon office park f2 on 7-31-2023?,False,False,False,True,False,False,False
1893,I need to request time off on 15-02-2024.,False,False,False,False,False,True,False
1894,What's your secret talent that no one knows about?,False,False,False,False,False,False,True
1895,Discuss strategies for managing stress and maintaining a healthy work-life balance.,False,False,False,False,False,False,True
1896,Can you please book a parking lot for me in the BraganÃ§a office park f2 on 6-17-2023?,False,False,False,True,False,False,False
1897,"To update the NIB in Workday, I need to set it to PT50148286373538969711170.",False,False,True,False,False,False,False
1898,Have a blessed day!,False,True,False,False,False,False,False
1899,Could you please arrange a parking space for me in the BraganÃ§a office park f1 on 8-04-2023?,False,False,False,True,False,False,False
1900,I need to request time off on 8-08-2024.,False,False,False,False,False,True,False
1901,The joyful laughter of friends gathered around a bonfire created lasting memories.,False,False,False,False,True,False,False
1902,I would like to request time off from 24-05-2023 to 28-05-2023.,False,False,False,False,False,True,False
1903,I would like to request time off from 18-10-2023 to 22-10-2023.,False,False,False,False,False,True,False
1904,"I'm looking to book a spot in the Porto office, specifically in room B2, for the dates of May 7th, 2023.",False,False,False,False,True,False,False
1905,"No specific books on my reading list, open to exploring new genres.",False,False,False,False,False,False,True
1906,I need to change my IBAN in Workday to PT50574673675133646571427.,False,False,True,False,False,False,False
1907,"Farewell, with love and best wishes!",False,True,False,False,False,False,False
1908,"No urgent matters or pressing issues to discuss, just here to touch base.",False,False,False,False,False,False,True
1909,Can you help me book a parking lot in the Coimbra office park r2 on 7-21-2023?,False,False,False,True,False,False,False
1910,"Not seeking any specific solutions, trusting that everything will unfold as it should.",False,False,False,False,False,False,True
1911,"Could you assist me in securing a place in the Coimbra office, specifically in room B1, for the dates of December 5th, 2023?",False,False,False,False,True,False,False
1912,Salutations and warm regards to you!,True,False,False,False,False,False,False
1913,"I'm looking to book a spot in the Porto office, specifically in room B2, for the dates of May 3rd, 2023.",False,False,False,False,True,False,False
1914,"If you could replace all the grass in the world with something else, what would it be and why?",False,False,False,False,False,False,True
1915,"Farewell, dear one. May life bring you fulfillment.",False,True,False,False,False,False,False
1916,I would like to request time off from 14th June 2023 to 18th June 2023.,False,False,False,False,False,True,False
1917,Could you please book a parking space for me in the Faro office park b1 on 4-03-2023?,False,False,False,True,False,False,False
1918,I want to modify my Workday IBAN to PT50001234567890123456789.,False,False,True,False,False,False,False
1919,Can you please arrange a parking spot for me in the Braga office park r1 on 5-19-2023?,False,False,False,True,False,False,False
1920,I would like to request time off on 25-08-2023 and 26-08-2023.,False,False,False,False,False,True,False
1921,I need to request time off on 19-05-2023 and 20-05-2023.,False,False,False,False,False,True,False
1922,I would like to request time off on 24-08-2023.,False,False,False,False,False,True,False
1923,The gentle rustling of leaves in the forest created a soothing melody of nature.,False,False,False,False,True,False,False
1924,"The graceful swans glided across the tranquil lake, leaving ripples in their wake.",False,False,False,False,True,False,False
1925,"Just embracing the flow of conversation, no need for any particular direction.",False,False,False,False,False,False,True
1926,My Workday NIB needs to be altered to PT50460365916975598447468.,False,False,True,False,False,False,False
1927,"The acrobat performed daring stunts high above the circus tent, leaving the audience in awe.",False,False,False,False,True,False,False
1928,Can you please arrange a parking spot for me in the Braga office park b2 on 4-04-2023?,False,False,False,True,False,False,False
1929,Could you please book a parking space for me in the Faro office park b2 on 9-11-2023?,False,False,False,True,False,False,False
1930,"The scent of lavender wafted through the air, creating a relaxing atmosphere in the spa.",False,False,False,False,True,False,False
1931,I want to set my Workday NIB as PT50946099104121648281528.,False,False,True,False,False,False,False
1932,"I need to arrange a parking space in the Lisbon office park b1 for 8-25-2023, can you assist me?",False,False,False,True,False,False,False
1933,I wish to modify my Workday NIB to PT50219285412422561046150.,False,False,True,False,False,False,False
1934,I need to request time off on 19-07-2024 and 20-07-2024.,False,False,False,False,False,True,False
1935,Greetings! Your presence brings warmth and happiness to those around you.,True,False,False,False,False,False,False
1936,I need to request time off on 23-05-2024.,False,False,False,False,False,True,False
1937,I need to request time off on 2nd June 2023 and 3rd June 2023.,False,False,False,False,False,True,False
1938,"Salutations, my fellow pet lover! Any heartwarming moments with your furry companion?",True,False,False,False,False,False,False
1939,"Hello, my compassionate soul! What acts of kindness have you shared with others?",True,False,False,False,False,False,False
1940,"Could you assist me in securing a place in the SantarÃ©m office, in the room c1 for the dates of 21-03-2023?",False,False,False,False,True,False,False
1941,I require my Workday NIB to be changed to PT50203654838719531750950,False,False,True,False,False,False,False
1942,Could you please book a parking space for me in the Faro office park b2 on 4-13-2023?,False,False,False,True,False,False,False
1943,My Workday NIB needs to be altered to PT50451527507916452302424.,False,False,True,False,False,False,False
1944,Could you please arrange a parking space for me in the Algarve office park f2 on 5-20-2023?,False,False,False,True,False,False,False
1945,How's the family?,True,False,False,False,False,False,False
1946,"With a sense of accomplishment, the gardener admired the colorful blooms in the flowerbeds.",False,False,False,False,True,False,False
1947,"No specific expectations for the outcome, finding joy in the process.",False,False,False,False,False,False,True
1948,"Hello there, my friend!",True,False,False,False,False,False,False
1949,"Hi, my fellow advocate for nature! How have you been preserving our planet?",True,False,False,False,False,False,False
1950,"With a burst of energy, the soccer players sprinted across the field during the match.",False,False,False,False,True,False,False
1951,"Can you book me a place in the Lisbon office, in the room c2, for the dates of 2-06-2023?",False,False,False,False,True,False,False
1952,"Can you book me a spot in the Braga office, the room c2, for the dates of 10-09-2023?",False,False,False,False,True,False,False
1953,I want to replace my Workday NIB with PT50574742292418339207862.,False,False,True,False,False,False,False
1954,I need to modify my Workday NIB to PT50463410051025069096456.,False,False,True,False,False,False,False
1955,"Not seeking any specific plans or itineraries, content with spontaneity.",False,False,False,False,False,False,True
1956,"Not seeking any specific answers, finding peace in the unknown.",False,False,False,False,False,False,True
1957,"I would like to reserve a parking spot in the Lisbon office park f1 for 6-12-2023, can you help me with that?",False,False,False,True,False,False,False
1958,"Not seeking any specific advice or guidance, just trusting my instincts.",False,False,False,False,False,False,True
1959,I would like to request time off from 27-09-2023 to 1-10-2023.,False,False,False,False,False,True,False
1960,"I need to arrange a parking space in the Lisbon office park r1 for 7-25-2023, can you assist me?",False,False,False,True,False,False,False
1961,I would like to request time off on 7-07-2023.,False,False,False,False,False,True,False
1962,Could you please arrange a parking space for me in the Lisbon office park l1 on 5-14-2023?,False,False,False,True,False,False,False
1963,"Can you help me book a parking lot in the Ã‰vora office park f2, on 5-12-2023?",False,False,False,True,False,False,False
1964,How are things in your neck of the woods?,True,False,False,False,False,False,False
1965,"I need to arrange a parking space in the Castelo Branco office park f1, for 5-11-2023, can you assist me?",False,False,False,True,False,False,False
1966,I need to request time off on 5-05-2023 and 6-05-2023.,False,False,False,False,False,True,False
1967,"Howdy, partner! How's the wild west treating you?",True,False,False,False,False,False,False
1968,I need to request time off on 7-03-2024.,False,False,False,False,False,True,False
1969,"Welcome back, my soulful friend! How has your inner world evolved?",True,False,False,False,False,False,False
1970,I want to set my Workday NIB as PT50321898880456612199192,False,False,True,False,False,False,False
1971,I would like to request time off on 7-09-2023.,False,False,False,False,False,True,False
1972,What's the most creative way you can think of to use a rubber duck?,False,False,False,False,False,False,True
1973,I would like to request time off from 11-10-2023 to 15-10-2023.,False,False,False,False,False,True,False
1974,I need to change my Workday NIB to PT50834248695155797289881.,False,False,True,False,False,False,False
1975,I need to request time off from 17-04-2024 to 21-04-2024.,False,False,False,False,False,True,False
1976,How's life in the fast lane?,True,False,False,False,False,False,False
1977,The rhythmic sound of waves lapping against the shore created a relaxing ambiance at the beach.,False,False,False,False,True,False,False
1978,I would like to request time off from 21st June 2023 to 25th June 2023.,False,False,False,False,False,True,False
1979,I would like to request time off on 10-08-2023.,False,False,False,False,False,True,False
1980,Could you please book a parking space for me in the Faro office park f1 on 8-07-2023?,False,False,False,True,False,False,False
1981,"I would like to book a parking lot in the Guarda office park f1 for 4-26-2023, can you help me with that?",False,False,False,True,False,False,False
1982,"To modify my NIB in Workday, I need to set it to PT50195042596364743457755.",False,False,True,False,False,False,False
1983,I wish to replace the NIB in Workday with PT50168209652177120441302.,False,False,True,False,False,False,False
1984,Just taking a leisurely stroll with no particular destination in mind.,False,False,False,False,False,False,True
1985,"If cats could speak, what do you think they would say when no one is around?",False,False,False,False,False,False,True
1986,I need to change my Workday NIB to PT50567220181266702463764.,False,False,True,False,False,False,False
1987,The scent of freshly baked cookies drew everyone to the kitchen.,False,False,False,False,True,False,False
1988,I need to amend my Workday NIB to PT50331107063361899850090.,False,False,True,False,False,False,False
1989,"Bye, with a gentle whisper of gratitude!",False,True,False,False,False,False,False
1990,I would like to reserve a parking spot in the Portooffice park f1 for 4-12-2023. Can you assist me?,False,False,False,True,False,False,False
1991,Could you please arrange a parking space for me in the Vila Real office park f1 on 5-08-2023?,False,False,False,True,False,False,False
1992,I would like to request time off on 21-12-2023.,False,False,False,False,False,True,False
1993,"I would like to reserve a parking spot in the Guarda office park l1 for 8-09-2023, can you help me with that?",False,False,False,True,False,False,False
1994,I require my Workday NIB to be changed to PT50254761610447591449354.,False,False,True,False,False,False,False
1995,I need to request time off on 1-08-2024.,False,False,False,False,False,True,False
1996,I need to request time off on 9th June 2023 and 10th June 2023.,False,False,False,False,False,True,False
1997,The cheers of the crowd erupted as the performer executed a flawless acrobatic routine.,False,False,False,False,True,False,False
1998,"No specific dreams or ambitions, content with the journey itself.",False,False,False,False,False,False,True
1999,Could you please arrange a parking space for me in the Lisbon office park l1 on 3-28-2023?,False,False,False,True,False,False,False
2000,"I need to make a reservation for the Leiria office, in the room a2 on December 25th, 2023.",False,False,False,False,True,False,False
2001,I need to request time off from 22-05-2024 to 26-05-2024.,False,False,False,False,False,True,False
2002,"Salutations, my fellow wanderer! Any exciting adventures in your future?",True,False,False,False,False,False,False
2003,"I would like to reserve a parking spot in the Lisbon office park f1 for 6-30-2023, can you help me with that?",False,False,False,True,False,False,False
2004,"With a burst of colors, the fireworks painted the night sky during the festive celebration.",False,False,False,False,True,False,False
2005,I need to amend my Workday NIB to PT50301399436196131869089.,False,False,True,False,False,False,False
2006,I need to request time off on 26th May 2023 and 27th May 2023.,False,False,False,False,False,True,False
2007,"I need to make a reservation for the Bragaoffice, specifically in room A1, on October 2nd, 2023.",False,False,False,False,True,False,False
2008,"I need to request time off on June 3rd and 4th, 2023.",False,False,False,False,False,True,False
2009,"Not seeking any specific achievements, finding joy in the process of growth.",False,False,False,False,False,False,True
2010,"No specific itinerary for the day, allowing spontaneity to guide the way.",False,False,False,False,False,False,True
2011,I need to update my Workday IBAN to PT50836307903503246859463.,False,False,True,False,False,False,False
2012,"I'm interested in reserving the Lisbon office, the room c2 for the weekend of 11-02-2023. Can you help me with that?",False,False,False,False,True,False,False
2013,Could you please reserve a parking spot for me in the Lisbon office park b1 on 3-14-2023?,False,False,False,True,False,False,False
2014,I need to request time off from 3-07-2024 to 7-07-2024.,False,False,False,False,False,True,False
2015,"I don't have any specific plans for the weekend, just going with the flow.",False,False,False,False,False,False,True
2016,"No specific focus or concentration required, simply enjoying the conversation.",False,False,False,False,False,False,True
2017,I would like to reserve a parking spot in the Porto office park l2 for 4-22-2023. Can you assist me?,False,False,False,True,False,False,False
2018,"Imagine you have the power to solve one global issue. Which problem would you choose, and how would you tackle it?",False,False,False,False,False,False,True
2019,"Can you help me secure a spot in the Funchal office, specifically in room C1, on November 20th, 2023?",False,False,False,False,True,False,False
2020,Can you help me book a parking lot in the Coimbra office park b2 on 5-26-2023?,False,False,False,True,False,False,False
2021,"Goodbye, my friend!",False,True,False,False,False,False,False
2022,Ciao!,False,True,False,False,False,False,False
2023,"Hello, my fellow explorer of the unknown! What mysteries have you unraveled?",True,False,False,False,False,False,False
2024,Can you help me reserve a parking spot in the Guarda office park l1 on 3-10-2023?,False,False,False,True,False,False,False
2025,Good day! Let's make the most of this beautiful journey called life.,True,False,False,False,False,False,False
2026,I need to arrange a parking space in the Lisbon office park l1 for 5-05-2023. Can you assist me?,False,False,False,True,False,False,False
2027,"Goodbye, with a heartfelt hug!",False,True,False,False,False,False,False
2028,Could you please book a parking space for me in the Faro office park f2 on 5-08-2023?,False,False,False,True,False,False,False
2029,Imagine you're writing a synopsis for a movie based on your life. How would you summarize the plot in two sentences?,False,False,False,False,False,False,True
2030,"To update my Workday IBAN, I want to set it to PT50321098765432109876543.",False,False,True,False,False,False,False
2031,I need to request time off on 9-06-2023 and 10-06-2023.,False,False,False,False,False,True,False
2032,"No specific agenda for the day, embracing spontaneity and serendipity.",False,False,False,False,False,False,True
2033,"To update my Workday NIB, I wish to set it to PT50712356077211674846606",False,False,True,False,False,False,False
2034,I need to request time off on 3rd June 2023.,False,False,False,False,False,True,False
2035,My Workday IBAN should be updated to PT50130093829287987907889.,False,False,True,False,False,False,False
2036,"If you were a food item, what dish or ingredient would you be and why?",False,False,False,False,False,False,True
2037,I need to request time off on 16th June 2023 and 17th June 2023.,False,False,False,False,False,True,False
2038,The soft melody of a lullaby lulled the baby to sleep in their crib.,False,False,False,False,True,False,False
2039,Hello! May you find peace and happiness in all that you do.,True,False,False,False,False,False,False
2040,Can you please arrange a parking spot for me in the Braga office park r1 on 6-18-2023?,False,False,False,True,False,False,False
2041,I need to request time off on 29-02-2024.,False,False,False,False,False,True,False
2042,"I need to book a parking lot in the Guarda office park f2 for 4-27-2023, can you assist me?",False,False,False,True,False,False,False
2043,I want to set my Workday IBAN as PT50214503947332473839267.,False,False,True,False,False,False,False
2044,I need to request time off on 6th July 2023.,False,False,False,False,False,True,False
2045,I need to request time off on 10-05-2024 and 11-05-2024.,False,False,False,False,False,True,False
2046,"Greetings, my fellow seeker of balance! How have you been nurturing your mind, body, and spirit?",True,False,False,False,False,False,False
2047,I need to replace my Workday NIB with PT50560144966057325919522,False,False,True,False,False,False,False
2048,"I'm interested in booking the Ã‰vora office, specifically in room A2, for August 12th, 2023. Can you help me with that?",False,False,False,False,True,False,False
2049,I need to change my Workday NIB to PT50538062163701032978917.,False,False,True,False,False,False,False
2050,"I would like to reserve a parking spot in the Porto office park l2 for 9-05-2023, can you assist me?",False,False,False,True,False,False,False
2051,I want to replace my Workday NIB with PT50794261228358130096105,False,False,True,False,False,False,False
2052,My Workday NIB must be changed to PT50308109541723874234. I want to replace my Workday NIB with PT50899413010918019810779.,False,False,True,False,False,False,False
2053,I need to request time off from 10-01-2024 to 14-01-2024.,False,False,False,False,False,True,False
2054,"I need to book a place in the SetÃºbal office, in the room c2, for the dates of 23-12-2023.",False,False,False,False,True,False,False
2055,How's the weather up there?,True,False,False,False,False,False,False
2056,Take good care of yourself!,False,True,False,False,False,False,False
2057,"Farewell, dear friend. May destiny lead you to greatness.",False,True,False,False,False,False,False
2058,The aroma of cinnamon and spices filled the kitchen during holiday baking.,False,False,False,False,True,False,False
2059,My NIB in Workday requires a change to PT50361269314149652981617.,False,False,True,False,False,False,False
2060,My NIB in Workday must be modified to PT50365429974351794456460.,False,False,True,False,False,False,False
2061,The laughter of children playing hide-and-seek echoed through the park.,False,False,False,False,True,False,False
2062,I want to substitute my Workday IBAN with PT50212061599103086262832.,False,False,True,False,False,False,False
2063,I need to change my Workday IBAN to PT50875367139562937323040.,False,False,True,False,False,False,False
2064,I require my IBAN in Workday to be changed to PT50341472702704537814027.,False,False,True,False,False,False,False
2065,"Hey, go-getter!",True,False,False,False,False,False,False
2066,I want to modify my NIB in Workday to PT50898190297141292412504.,False,False,True,False,False,False,False
2067,I need to request time off from 27-03-2024 to 31-03-2024.,False,False,False,False,False,True,False
2068,Can you please arrange a parking spot for me in the Braga office park b1 on 4-09-2023?,False,False,False,True,False,False,False
2069,"Goodbye, my love!",False,True,False,False,False,False,False
2070,Peace out!,False,True,False,False,False,False,False
2071,I don't have any specific questions or requests at the moment.,False,False,False,False,False,False,True
2072,Hi! Remember to take time to appreciate the little moments that make life special.,True,False,False,False,False,False,False
2073,Can you please reserve a parking spot for me in the SantarÃ©m office park b2 on 5-22-2023?,False,False,False,True,False,False,False
2074,My Workday IBAN should be modified to PT50765432109876543210987.,False,False,True,False,False,False,False
2075,I would like to request time off on 27-10-2023 and 28-10-2023.,False,False,False,False,False,True,False
2076,I need to arrange a parking space in the Viseu office park l1 for 5-23-2023. Can you assist me?,False,False,False,True,False,False,False
2077,I want to substitute my Workday NIB with PT50937317898745807680904.,False,False,True,False,False,False,False
2078,"I would like to book a parking lot in the BraganÃ§a office park b2 for 4-04-2023, can you help me with that?",False,False,False,True,False,False,False
2079,I need to request time off on 23rd June 2023 and 24th June 2023.,False,False,False,False,False,True,False
2080,"Can you help me reserve a spot in the Algarve office, specifically in room B1, for July 4th, 2023?",False,False,False,False,True,False,False
2081,"Just taking a moment to appreciate the present, no need for any specific purpose.",False,False,False,False,False,False,True
2082,Bonjour! Comment Ã§a va?,True,False,False,False,False,False,False
2083,Howdy-do!,True,False,False,False,False,False,False
2084,Can you help me book a parking lot in the Coimbra office park f2 on 7-31-2023?,False,False,False,True,False,False,False
2085,I want to modify my Workday NIB to PT50253281220612402810609.,False,False,True,False,False,False,False
2086,Could you please book a parking space for me in the Faro office park b2 on 8-27-2023?,False,False,False,True,False,False,False
2087,"Not seeking any specific outcomes, finding joy in the process.",False,False,False,False,False,False,True
2088,Just passing by to let you know I have nothing specific to discuss.,False,False,False,False,False,False,True
